locus_family	E. cloacae	K. pneumoniae	S. marcescens	C. rodentium	E. coli	S. enterica	num_genomes
3369	ECL_RS16990	KPNIH1_RS18275	NA	ROD_RS11080	b2114	STM14_RS11980	5
3372	ECL_RS16985	KPNIH1_RS18270	NA	ROD_RS11075	b2113	STM14_RS11975	5
3384	ECL_RS17370	KPNIH1_RS18625	NA	ROD_RS11590	b2209	STM14_RS12525	5
3420	ECL_RS13290	KPNIH1_RS09580	SMDB11_RS05060	ROD_RS05110	b0932	NA	5
3443	ECL_RS11130	KPNIH1_RS12560	NA	ROD_RS07275	b1607	STM14_RS08235	5
3448	ECL_RS11975	KPNIH1_RS10915	NA	ROD_RS06565	b1741	STM14_RS07405	5
3450	ECL_RS05990	KPNIH1_RS06175	NA	ROD_RS02585	b0458	STM14_RS02970	5
3451	ECL_RS07430	KPNIH1_RS16835	NA	ROD_RS09045	b1191	STM14_RS09895	5
3467	ECL_RS14275	KPNIH1_RS08720	NA	ROD_RS04165	b0817	STM14_RS04810	5
3498	ECL_RS09355	KPNIH1_RS14505	NA	ROD_RS07790	b1473	STM14_RS08730	5
3500	ECL_RS05690	KPNIH1_RS05790	NA	ROD_RS02310	b0411	STM14_RS02685	5
3502	ECL_RS07195	KPNIH1_RS17085	NA	ROD_RS09295	b1836	STM14_RS10150	5
3510	ECL_RS11890	KPNIH1_RS16155	NA	ROD_RS06650	b1724	STM14_RS07485	5
3518	ECL_RS03850	KPNIH1_RS03725	NA	ROD_RS24180	b4386	STM14_RS23970	5
3535	ECL_RS16025	KPNIH1_RS17490	NA	ROD_RS10115	b1962	STM14_RS10870	5
3543	ECL_RS11150	KPNIH1_RS12540	NA	ROD_RS07260	b1610	STM14_RS08205	5
3546	ECL_RS01550	KPNIH1_RS01645	NA	ROD_RS16960	b4060	STM14_RS22380	5
3549	ECL_RS21570	KPNIH1_RS23405	NA	ROD_RS17480	b3002	STM14_RS16835	5
3553	ECL_RS02905	KPNIH1_RS02440	NA	ROD_RS16110	b4210	STM14_RS23080	5
3599	ECL_RS06170	KPNIH1_RS06380	NA	ROD_RS02785	b0503	STM14_RS03180	5
3651	ECL_RS07245	KPNIH1_RS17035	NA	ROD_RS09245	b4536	STM14_RS10100	5
3652	ECL_RS12915	KPNIH1_RS09855	NA	ROD_RS05390	b1003	STM14_RS06080	5
3661	ECL_RS15915	NA	SMDB11_RS10860	ROD_RS10005	b1939	STM14_RS10760	5
3662	ECL_RS15945	NA	SMDB11_RS10890	ROD_RS10035	b1945	STM14_RS10790	5
3663	ECL_RS15965	NA	SMDB11_RS10910	ROD_RS10055	b1949	STM14_RS10810	5
3664	ECL_RS06985	NA	SMDB11_RS11020	ROD_RS09550	b1881	STM14_RS10485	5
3665	ECL_RS06975	NA	SMDB11_RS11030	ROD_RS09560	b1883	STM14_RS10495	5
3666	ECL_RS06970	NA	SMDB11_RS11035	ROD_RS09565	b1884	STM14_RS10500	5
3667	ECL_RS06925	NA	SMDB11_RS11050	ROD_RS09605	b1887	STM14_RS10510	5
3668	ECL_RS06920	NA	SMDB11_RS11055	ROD_RS09610	b1888	STM14_RS10515	5
3670	ECL_RS25370	KPNIH1_RS00230	NA	ROD_RS19085	b3895	STM14_RS21250	5
3690	ECL_RS17395	KPNIH1_RS18650	NA	ROD_RS11615	b2212	STM14_RS12535	5
3712	ECL_RS11965	KPNIH1_RS10925	NA	ROD_RS06575	b1739	STM14_RS07415	5
3713	ECL_RS09780	KPNIH1_RS13235	NA	ROD_RS07580	b1523	STM14_RS08490	5
3720	ECL_RS11930	KPNIH1_RS10965	NA	ROD_RS06610	b1732	STM14_RS07450	5
3724	ECL_RS12760	KPNIH1_RS10010	NA	ROD_RS05525	b1036	STM14_RS06190	5
3748	ECL_RS18215	KPNIH1_RS19060	NA	ROD_RS13490	b2321	STM14_RS13070	5
3750	ECL_RS14270	KPNIH1_RS08725	NA	ROD_RS04170	b0818	STM14_RS04815	5
3751	ECL_RS23195	KPNIH1_RS24805	NA	ROD_RS22465	b3267	STM14_RS18025	5
3774	ECL_RS18300	KPNIH1_RS19145	NA	ROD_RS13575	b2347	STM14_RS13180	5
3777	ECL_RS14205	KPNIH1_RS08775	NA	ROD_RS04190	b0821	STM14_RS04840	5
3788	ECL_RS05575	KPNIH1_RS05615	NA	ROD_RS02175	b0387	STM14_RS02550	5
3790	ECL_RS18695	KPNIH1_RS19520	NA	ROD_RS11925	b2463	STM14_RS13595	5
3855	ECL_RS20010	KPNIH1_RS20955	NA	ROD_RS15465	b2671	STM14_RS15035	5
3957	ECL_RS05570	KPNIH1_RS05610	NA	ROD_RS02170	b0386	STM14_RS02545	5
3985	ECL_RS18115	KPNIH1_RS18950	NA	ROD_RS13375	b2301	STM14_RS12955	5
4014	ECL_RS15155	KPNIH1_RS07730	NA	ROD_RS03130	b0610	STM14_RS03685	5
4015	ECL_RS03070	KPNIH1_RS02575	NA	ROD_RS16250	b4234	STM14_RS23260	5
4023	ECL_RS23125	KPNIH1_RS24635	SMDB11_RS18190	ROD_RS22535	NA	STM14_RS17955	5
4042	ECL_RS01330	KPNIH1_RS01315	NA	ROD_RS18400	b4020	STM14_RS22005	5
4077	ECL_RS23435	KPNIH1_RS25010	SMDB11_RS18820	ROD_RS22220	b3316	NA	5
4118	ECL_RS06135	KPNIH1_RS06340	NA	ROD_RS02750	b0491	STM14_RS03130	5
4132	ECL_RS22710	KPNIH1_RS24260	NA	ROD_RS23035	b3172	STM14_RS17495	5
4144	ECL_RS25185	KPNIH1_RS26560	SMDB11_RS19965	ROD_RS18875	NA	STM14_RS21505	5
4164	ECL_RS00575	NA	SMDB11_RS20225	ROD_RS20555	b3644	STM14_RS19745	5
4171	ECL_RS25415	KPNIH1_RS00180	SMDB11_RS20295	ROD_RS19145	b3887	NA	5
4212	ECL_RS25265	KPNIH1_RS00370	SMDB11_RS20810	ROD_RS18975	b3910	NA	5
4256	ECL_RS05495	KPNIH1_RS05545	NA	ROD_RS02095	b0369	STM14_RS02475	5
4311	ECL_RS12190	KPNIH1_RS10580	NA	ROD_RS06305	b1792	STM14_RS07245	5
4319	ECL_RS23025	KPNIH1_RS24540	NA	ROD_RS22660	b3236	STM14_RS17855	5
4357	ECL_RS19620	KPNIH1_RS20440	NA	ROD_RS12630	b2603	STM14_RS14600	5
4363	ECL_RS00975	KPNIH1_RS26145	NA	ROD_RS20890	b3565	STM14_RS19370	5
4381	ECL_RS20255	KPNIH1_RS21260	NA	ROD_RS15215	b2719	STM14_RS15275	5
4405	ECL_RS06130	KPNIH1_RS06335	NA	ROD_RS02745	b0490	STM14_RS03125	5
4412	ECL_RS14225	KPNIH1_RS08750	NA	ROD_RS04180	b0820	STM14_RS04825	5
4419	ECL_RS17390	KPNIH1_RS18645	NA	ROD_RS11610	b2211	STM14_RS12530	5
4449	ECL_RS06980	NA	SMDB11_RS11025	ROD_RS09555	b1882	STM14_RS10490	5
4461	ECL_RS17000	KPNIH1_RS18285	NA	ROD_RS11090	b2125	STM14_RS12000	5
4465	ECL_RS15295	KPNIH1_RS07530	NA	ROD_RS03035	b0596	STM14_RS03595	5
4485	ECL_RS09185	KPNIH1_RS14730	NA	ROD_RS07875	b1449	STM14_RS08820	5
4488	ECL_RS23115	NA	SMDB11_RS18180	ROD_RS22545	b3253	STM14_RS17945	5
4504	ECL_RS04145	KPNIH1_RS04135	NA	ROD_RS00355	b0063	STM14_RS01090	5
4505	ECL_RS25290	KPNIH1_RS00345	NA	ROD_RS19005	b3904	STM14_RS21300	5
4513	ECL_RS01570	KPNIH1_RS01665	SMDB11_RS18290	ROD_RS16985	NA	STM14_RS22400	5
4514	ECL_RS14415	KPNIH1_RS08590	NA	ROD_RS04040	b0795	STM14_RS04725	5
4517	ECL_RS10010	KPNIH1_RS14900	NA	ROD_RS08005	b1427	STM14_RS08930	5
4518	ECL_RS22240	KPNIH1_RS23835	NA	ROD_RS23715	b3073	STM14_RS17165	5
4531	ECL_RS18515	KPNIH1_RS19215	SMDB11_RS13905	ROD_RS13850	NA	STM14_RS13250	5
4541	ECL_RS03790	KPNIH1_RS03670	NA	ROD_RS24045	b4374	STM14_RS23885	5
4544	ECL_RS09205	KPNIH1_RS14690	SMDB11_RS02980	NA	b1453	STM14_RS08795	5
4545	ECL_RS00040	KPNIH1_RS27040	NA	ROD_RS20005	b4479	STM14_RS20225	5
4546	ECL_RS00785	KPNIH1_RS26245	NA	ROD_RS20770	b3604	STM14_RS19535	5
4547	ECL_RS00060	KPNIH1_RS27020	NA	ROD_RS20025	b3691	STM14_RS20205	5
4552	ECL_RS09875	KPNIH1_RS13140	NA	ROD_RS07520	b1530	STM14_RS08460	5
4558	ECL_RS09195	KPNIH1_RS14705	SMDB11_RS11720	NA	b1451	STM14_RS08810	5
4566	ECL_RS11260	KPNIH1_RS12505	SMDB11_RS07575	ROD_RS07225	b1622	NA	5
4571	ECL_RS20570	KPNIH1_RS21660	SMDB11_RS15790	NA	b2791	STM14_RS15865	5
4575	ECL_RS20275	KPNIH1_RS21280	NA	ROD_RS15195	b2723	STM14_RS15295	5
4576	ECL_RS20875	KPNIH1_RS22320	NA	ROD_RS14335	b2845	STM14_RS16160	5
4577	ECL_RS00055	KPNIH1_RS27025	NA	ROD_RS20020	b4478	STM14_RS20210	5
4580	ECL_RS00200	KPNIH1_RS26890	NA	ROD_RS20175	b3666	STM14_RS20000	5
4581	ECL_RS17940	KPNIH1_RS18810	NA	ROD_RS13190	b2265	STM14_RS12760	5
4582	NA	KPNIH1_RS11100	SMDB11_RS09565	ROD_RS08615	b1264	STM14_RS09515	5
4588	NA	KPNIH1_RS26175	SMDB11_RS20710	ROD_RS20875	b3571	STM14_RS19390	5
4589	ECL_RS03165	KPNIH1_RS02700	SMDB11_RS22970	ROD_RS16340	b4240	NA	5
4592	ECL_RS05875	KPNIH1_RS06020	SMDB11_RS01765	ROD_RS02525	NA	STM14_RS02910	5
4598	ECL_RS06710	NA	SMDB11_RS10805	ROD_RS09795	b1922	STM14_RS10690	5
4599	ECL_RS15315	KPNIH1_RS07510	SMDB11_RS13970	NA	b0592	STM14_RS03575	5
4602	ECL_RS22510	KPNIH1_RS24025	NA	ROD_RS23490	b3125	STM14_RS17310	5
4603	ECL_RS21175	KPNIH1_RS22760	SMDB11_RS16615	NA	b2927	STM14_RS16410	5
4606	ECL_RS09955	KPNIH1_RS14850	NA	ROD_RS07960	b1435	STM14_RS08895	5
4619	NA	KPNIH1_RS16235	SMDB11_RS09750	ROD_RS08745	b1242	STM14_RS09635	5
4620	ECL_RS14445	KPNIH1_RS08560	NA	ROD_RS04010	b0789	STM14_RS04695	5
4621	ECL_RS02825	KPNIH1_RS02365	NA	ROD_RS16025	b4194	STM14_RS23000	5
4622	ECL_RS04510	KPNIH1_RS04560	NA	ROD_RS00715	b0129	STM14_RS01475	5
4623	ECL_RS14425	KPNIH1_RS08580	NA	ROD_RS04030	b0793	STM14_RS04715	5
4624	ECL_RS14430	KPNIH1_RS08575	NA	ROD_RS04025	b0792	STM14_RS04710	5
4625	ECL_RS24520	NA	SMDB11_RS19705	ROD_RS21115	b3525	STM14_RS19110	5
4631	ECL_RS12655	NA	SMDB11_RS05705	ROD_RS05625	b1057	STM14_RS06290	5
4635	ECL_RS01020	KPNIH1_RS26085	NA	ROD_RS20940	b3555	STM14_RS19310	5
4636	ECL_RS02820	KPNIH1_RS02360	NA	ROD_RS16020	b4193	STM14_RS22995	5
4641	ECL_RS00525	KPNIH1_RS26610	NA	ROD_RS20500	b3656	STM14_RS19815	5
4651	ECL_RS10770	KPNIH1_RS12860	NA	ROD_RS07370	b1591	STM14_RS08330	5
4659	ECL_RS10890	KPNIH1_RS12855	SMDB11_RS07695	NA	b1592	STM14_RS08305	5
4660	ECL_RS16565	KPNIH1_RS17965	NA	ROD_RS10730	b2028	STM14_RS11605	5
4661	ECL_RS20260	KPNIH1_RS21265	NA	ROD_RS15210	b2720	STM14_RS15280	5
4662	ECL_RS20270	KPNIH1_RS21275	NA	ROD_RS15200	b2722	STM14_RS15290	5
4667	ECL_RS22515	KPNIH1_RS24030	NA	ROD_RS23485	b3126	STM14_RS17315	5
4672	ECL_RS11885	KPNIH1_RS16150	NA	ROD_RS06655	b1723	STM14_RS07490	5
4673	NA	KPNIH1_RS18475	SMDB11_RS12630	ROD_RS11370	b2168	STM14_RS12230	5
4674	ECL_RS23865	KPNIH1_RS25395	SMDB11_RS19275	ROD_RS21700	NA	STM14_RS18675	5
4679	ECL_RS00570	KPNIH1_RS26485	SMDB11_RS20245	NA	b3646	STM14_RS19760	5
4683	NA	KPNIH1_RS05065	SMDB11_RS00995	ROD_RS01160	b0219	STM14_RS02150	5
4684	ECL_RS20310	KPNIH1_RS21315	NA	ROD_RS15160	b2730	STM14_RS15330	5
4685	ECL_RS05915	KPNIH1_RS06060	SMDB11_RS01805	NA	b0454	STM14_RS02950	5
4688	ECL_RS14145	KPNIH1_RS08830	NA	ROD_RS04260	b0835	STM14_RS04895	5
4689	ECL_RS14790	KPNIH1_RS08120	SMDB11_RS02525	NA	b0714	STM14_RS04255	5
4690	ECL_RS15170	KPNIH1_RS07720	NA	ROD_RS03095	b0606	STM14_RS03650	5
4696	ECL_RS13265	KPNIH1_RS09605	SMDB11_RS05085	ROD_RS05135	b0937	NA	5
4697	ECL_RS10015	KPNIH1_RS14905	NA	ROD_RS08015	b1424	STM14_RS08985	5
4698	ECL_RS11390	KPNIH1_RS15105	SMDB11_RS07380	NA	b1645	STM14_RS08060	5
4699	ECL_RS18725	NA	SMDB11_RS14285	ROD_RS11955	b2469	STM14_RS13635	5
4700	ECL_RS18125	KPNIH1_RS18960	SMDB11_RS13445	ROD_RS13385	b2303	NA	5
4701	ECL_RS18495	KPNIH1_RS19195	SMDB11_RS13860	ROD_RS13785	b2380	NA	5
4702	ECL_RS00565	KPNIH1_RS26490	NA	ROD_RS20545	b3647	STM14_RS19765	5
4703	ECL_RS03930	KPNIH1_RS03805	SMDB11_RS23760	NA	b4403	STM14_RS24090	5
4704	ECL_RS22520	KPNIH1_RS24045	NA	ROD_RS23480	b3128	STM14_RS17320	5
4705	ECL_RS22395	KPNIH1_RS23925	SMDB11_RS17635	ROD_RS23675	b3091	NA	5
4706	ECL_RS15550	KPNIH1_RS07225	NA	ROD_RS02860	b0579	STM14_RS03500	5
4707	ECL_RS19630	KPNIH1_RS20450	SMDB11_RS23710	ROD_RS12640	b2605	NA	5
4708	ECL_RS09370	KPNIH1_RS14485	NA	ROD_RS07770	b1476	STM14_RS08710	5
4714	ECL_RS15175	KPNIH1_RS07715	NA	ROD_RS03090	b0605	STM14_RS03645	5
4715	ECL_RS05645	KPNIH1_RS05740	SMDB11_RS01555	ROD_RS02265	NA	STM14_RS02630	5
4723	ECL_RS02835	KPNIH1_RS02375	NA	ROD_RS16035	b4196	STM14_RS23010	5
4724	ECL_RS01620	KPNIH1_RS01755	NA	ROD_RS17075	b4078	STM14_RS22485	5
4727	ECL_RS07460	KPNIH1_RS16815	NA	ROD_RS09015	b1197	STM14_RS09870	5
4728	ECL_RS13280	KPNIH1_RS09590	SMDB11_RS05070	ROD_RS05120	b0934	NA	5
4733	ECL_RS20210	KPNIH1_RS21205	NA	ROD_RS15270	b2711	STM14_RS15245	5
4741	ECL_RS22220	KPNIH1_RS23820	NA	ROD_RS23735	b3070	STM14_RS17145	5
4751	ECL_RS22610	KPNIH1_RS24155	NA	ROD_RS23130	b3153	STM14_RS17390	5
4752	ECL_RS19330	KPNIH1_RS20140	SMDB11_RS14955	ROD_RS12245	NA	STM14_RS13980	5
4755	ECL_RS13495	KPNIH1_RS09425	NA	ROD_RS04980	b0906	STM14_RS05330	5
4756	ECL_RS20295	KPNIH1_RS21300	NA	ROD_RS15175	b2727	STM14_RS15315	5
4757	ECL_RS09795	KPNIH1_RS13225	NA	ROD_RS07570	b1525	STM14_RS08480	5
4771	NA	KPNIH1_RS16020	SMDB11_RS07195	ROD_RS06800	b1687	STM14_RS07680	5
4777	ECL_RS08655	KPNIH1_RS11240	SMDB11_RS09335	ROD_RS08500	b1287	NA	5
4782	ECL_RS12620	KPNIH1_RS10100	SMDB11_RS10235	NA	b1065	STM14_RS06330	5
4783	ECL_RS06660	NA	SMDB11_RS10815	ROD_RS09950	b1924	STM14_RS10710	5
4795	ECL_RS15360	KPNIH1_RS07465	NA	ROD_RS02970	b0583	STM14_RS03525	5
4796	ECL_RS03115	KPNIH1_RS02620	SMDB11_RS17920	ROD_RS16300	NA	STM14_RS23300	5
4809	ECL_RS14455	KPNIH1_RS08550	NA	ROD_RS04000	b0786	STM14_RS04660	5
4815	ECL_RS12860	KPNIH1_RS09915	NA	ROD_RS05405	b1013	STM14_RS06095	5
4823	ECL_RS11175	KPNIH1_RS12515	SMDB11_RS07585	ROD_RS07235	b1620	NA	5
4824	ECL_RS20440	KPNIH1_RS21535	NA	ROD_RS15055	b2749	STM14_RS15700	5
4825	ECL_RS23650	KPNIH1_RS25175	NA	ROD_RS21930	b3361	STM14_RS18415	5
4829	ECL_RS05840	KPNIH1_RS05995	NA	ROD_RS02500	b0442	STM14_RS02885	5
4832	ECL_RS13870	KPNIH1_RS09130	NA	ROD_RS04340	b0848	STM14_RS04995	5
4835	ECL_RS11735	KPNIH1_RS16050	NA	ROD_RS06735	b1705	STM14_RS07590	5
4836	ECL_RS10735	KPNIH1_RS12895	NA	ROD_RS07385	b1583	STM14_RS08370	5
4837	ECL_RS08770	KPNIH1_RS11485	NA	ROD_RS08445	b1307	STM14_RS09325	5
4838	ECL_RS15905	NA	SMDB11_RS10850	ROD_RS09995	b1937	STM14_RS10750	5
4839	ECL_RS15910	NA	SMDB11_RS10855	ROD_RS10000	b1938	STM14_RS10755	5
4840	ECL_RS15920	NA	SMDB11_RS10865	ROD_RS10010	b1940	STM14_RS10765	5
4841	ECL_RS15930	NA	SMDB11_RS10875	ROD_RS10020	b1942	STM14_RS10775	5
4842	ECL_RS15955	NA	SMDB11_RS10900	ROD_RS10045	b1947	STM14_RS10800	5
4849	ECL_RS06905	NA	SMDB11_RS11070	ROD_RS09625	b1891	STM14_RS10530	5
4850	ECL_RS06900	NA	SMDB11_RS11075	ROD_RS09630	b1892	STM14_RS10535	5
4851	ECL_RS14095	KPNIH1_RS08885	NA	ROD_RS04320	b0845	STM14_RS04980	5
4854	ECL_RS19245	KPNIH1_RS20060	NA	ROD_RS12175	b2520	STM14_RS13885	5
4855	ECL_RS20710	KPNIH1_RS22120	NA	ROD_RS14190	b2826	STM14_RS16040	5
4856	NA	KPNIH1_RS22155	SMDB11_RS15970	ROD_RS14225	b2832	STM14_RS16080	5
4857	ECL_RS22420	KPNIH1_RS23950	NA	ROD_RS23650	b3096	STM14_RS17210	5
4858	ECL_RS03125	KPNIH1_RS02630	SMDB11_RS17910	ROD_RS16310	NA	STM14_RS23310	5
4859	ECL_RS03120	KPNIH1_RS02625	SMDB11_RS17915	ROD_RS16305	NA	STM14_RS23305	5
4860	ECL_RS23710	KPNIH1_RS25240	NA	ROD_RS21865	b3388	STM14_RS18490	5
4861	ECL_RS24570	KPNIH1_RS25900	NA	ROD_RS21065	b3535	STM14_RS19160	5
4862	ECL_RS24565	KPNIH1_RS25895	SMDB11_RS21135	ROD_RS21070	NA	STM14_RS19155	5
4863	ECL_RS24805	KPNIH1_RS00835	NA	ROD_RS19515	b4558	STM14_RS20790	5
4864	ECL_RS02880	KPNIH1_RS02420	NA	ROD_RS16085	b4206	STM14_RS23060	5
4867	ECL_RS06890	KPNIH1_RS17295	NA	ROD_RS09640	b1896	STM14_RS10550	5
4872	ECL_RS03755	KPNIH1_RS03635	NA	ROD_RS24010	b4567	STM14_RS23850	5
4892	ECL_RS07435	KPNIH1_RS16830	NA	ROD_RS09040	b1192	STM14_RS09890	5
4893	ECL_RS20250	KPNIH1_RS21255	NA	ROD_RS15220	b2718	STM14_RS15270	5
4909	ECL_RS20315	KPNIH1_RS21320	NA	ROD_RS15155	b2731	STM14_RS15335	5
4916	NA	KPNIH1_RS21065	SMDB11_RS00800	ROD_RS15390	b2689	STM14_RS15130	5
4917	ECL_RS19650	KPNIH1_RS20475	SMDB11_RS00840	NA	b2607	STM14_RS14615	5
4918	ECL_RS05210	KPNIH1_RS05160	SMDB11_RS01120	ROD_RS01710	NA	STM14_RS02205	5
4919	NA	KPNIH1_RS05825	SMDB11_RS01620	ROD_RS02345	b0418	STM14_RS02720	5
4920	ECL_RS14905	KPNIH1_RS07995	SMDB11_RS02390	NA	b0682	STM14_RS04050	5
4926	NA	KPNIH1_RS08155	SMDB11_RS02555	ROD_RS03665	b0726	STM14_RS04295	5
4931	ECL_RS14325	KPNIH1_RS08665	SMDB11_RS03745	NA	b0807	STM14_RS04765	5
4932	ECL_RS14135	KPNIH1_RS08845	SMDB11_RS04480	ROD_RS04270	b0837	NA	5
4936	ECL_RS13775	NA	SMDB11_RS04720	ROD_RS04440	b0866	STM14_RS05100	5
4942	NA	KPNIH1_RS09510	SMDB11_RS05015	ROD_RS05065	b0924	STM14_RS05420	5
4943	NA	KPNIH1_RS10390	SMDB11_RS06460	ROD_RS06110	b1131	STM14_RS06670	5
4956	ECL_RS07215	NA	SMDB11_RS06850	ROD_RS09275	b1832	STM14_RS10130	5
4966	NA	KPNIH1_RS15015	SMDB11_RS07520	ROD_RS07185	b1629	STM14_RS08140	5
4972	ECL_RS10730	KPNIH1_RS12900	SMDB11_RS07735	NA	b1582	STM14_RS08375	5
4975	ECL_RS12060	NA	SMDB11_RS09830	ROD_RS06485	b1760	STM14_RS07360	5
4976	NA	KPNIH1_RS16865	SMDB11_RS09980	ROD_RS09070	b1186	STM14_RS09920	5
4977	ECL_RS07045	KPNIH1_RS17245	SMDB11_RS10160	NA	b1868	STM14_RS10425	5
4988	ECL_RS07885	KPNIH1_RS16400	SMDB11_RS10725	ROD_RS08885	b1218	NA	5
4989	ECL_RS12820	KPNIH1_RS09955	SMDB11_RS10755	ROD_RS05435	b1019	NA	5
4990	ECL_RS12825	KPNIH1_RS09950	SMDB11_RS10760	ROD_RS05430	b1018	NA	5
4991	ECL_RS12850	NA	SMDB11_RS10775	ROD_RS05415	b1014	STM14_RS06105	5
5003	ECL_RS16470	KPNIH1_RS17830	SMDB11_RS12510	NA	b2008	STM14_RS11505	5
5004	ECL_RS18755	KPNIH1_RS19570	SMDB11_RS14345	ROD_RS11980	b2473	NA	5
5005	ECL_RS19335	KPNIH1_RS20145	SMDB11_RS14960	ROD_RS12250	NA	STM14_RS13985	5
5021	ECL_RS21625	NA	SMDB11_RS17315	ROD_RS17550	b4469	STM14_RS16915	5
5022	ECL_RS22450	KPNIH1_RS23980	SMDB11_RS17695	NA	b3102	STM14_RS17240	5
5023	ECL_RS03110	KPNIH1_RS02615	SMDB11_RS17925	ROD_RS16290	NA	STM14_RS23295	5
5024	ECL_RS03105	KPNIH1_RS02610	SMDB11_RS17930	ROD_RS16285	NA	STM14_RS23290	5
5025	ECL_RS03100	KPNIH1_RS02605	SMDB11_RS17935	ROD_RS16280	NA	STM14_RS23285	5
5026	ECL_RS03095	KPNIH1_RS02600	SMDB11_RS17940	ROD_RS16275	NA	STM14_RS23280	5
5027	ECL_RS03090	KPNIH1_RS02595	SMDB11_RS17945	ROD_RS16270	NA	STM14_RS23275	5
5028	NA	KPNIH1_RS24595	SMDB11_RS18150	ROD_RS22580	b3247	STM14_RS17910	5
5034	NA	KPNIH1_RS25255	SMDB11_RS19115	ROD_RS21850	b3391	STM14_RS18505	5
5035	ECL_RS01075	KPNIH1_RS26025	SMDB11_RS20750	NA	b3549	STM14_RS19280	5
5036	NA	KPNIH1_RS26235	SMDB11_RS20800	ROD_RS20780	b3602	STM14_RS19515	5
5037	ECL_RS25310	KPNIH1_RS00305	NA	ROD_RS19025	b3901	STM14_RS21280	5
5038	ECL_RS25300	KPNIH1_RS00335	NA	ROD_RS19015	b3902	STM14_RS21290	5
5039	ECL_RS25295	KPNIH1_RS00340	NA	ROD_RS19010	b3903	STM14_RS21295	5
5040	ECL_RS25275	KPNIH1_RS00360	NA	ROD_RS18990	b3907	STM14_RS21315	5
5041	ECL_RS25160	KPNIH1_RS00420	NA	ROD_RS18840	b3933	STM14_RS21530	5
5042	ECL_RS01525	KPNIH1_RS01540	NA	ROD_RS17920	b4055	STM14_RS22310	5
5043	ECL_RS02815	KPNIH1_RS02355	NA	ROD_RS16015	b4192	STM14_RS22990	5
5044	ECL_RS02925	KPNIH1_RS02450	NA	ROD_RS16115	b4211	STM14_RS23085	5
5048	ECL_RS03685	KPNIH1_RS03570	NA	ROD_RS23965	b4362	STM14_RS23810	5
5049	ECL_RS03725	KPNIH1_RS03600	NA	ROD_RS23990	b4365	STM14_RS23825	5
5050	ECL_RS03745	KPNIH1_RS03620	NA	ROD_RS24000	b4367	STM14_RS23840	5
5051	ECL_RS03925	KPNIH1_RS31360	NA	ROD_RS27850	b4402	STM14_RS24085	5
5052	ECL_RS04140	KPNIH1_RS04130	NA	ROD_RS00350	b0062	STM14_RS01085	5
5053	ECL_RS04180	KPNIH1_RS04175	NA	ROD_RS00390	b4662	STM14_RS01125	5
5054	ECL_RS05530	KPNIH1_RS05570	NA	ROD_RS02125	b0379	STM14_RS02505	5
5055	ECL_RS05535	KPNIH1_RS05575	NA	ROD_RS02130	b0380	STM14_RS02510	5
5056	ECL_RS05555	KPNIH1_RS05595	NA	ROD_RS02150	b0382	STM14_RS02530	5
5057	ECL_RS05610	KPNIH1_RS05655	NA	ROD_RS02220	b0397	STM14_RS02590	5
5061	ECL_RS15555	KPNIH1_RS07220	NA	ROD_RS02855	b0578	STM14_RS03495	5
5062	ECL_RS15530	KPNIH1_RS07245	NA	ROD_RS02875	b0580	STM14_RS03515	5
5063	ECL_RS15190	KPNIH1_RS07695	NA	ROD_RS03070	b0601	STM14_RS03625	5
5064	ECL_RS15185	KPNIH1_RS07700	NA	ROD_RS03075	b0602	STM14_RS03630	5
5065	ECL_RS15145	KPNIH1_RS07735	NA	ROD_RS03140	b0611	STM14_RS03690	5
5066	ECL_RS14630	KPNIH1_RS08290	NA	ROD_RS03770	b0753	STM14_RS04420	5
5067	ECL_RS14555	KPNIH1_RS08425	NA	ROD_RS03905	b0772	STM14_RS04555	5
5068	ECL_RS14450	KPNIH1_RS08555	NA	ROD_RS04005	b0788	STM14_RS04690	5
5069	ECL_RS14440	KPNIH1_RS08565	NA	ROD_RS04015	b0790	STM14_RS04700	5
5070	ECL_RS14435	KPNIH1_RS08570	NA	ROD_RS04020	b0791	STM14_RS04705	5
5071	ECL_RS14410	KPNIH1_RS08595	NA	ROD_RS04045	b0796	STM14_RS04730	5
5072	ECL_RS14280	KPNIH1_RS08715	NA	ROD_RS04160	b4705	STM14_RS24535	5
5073	ECL_RS14140	KPNIH1_RS08840	NA	ROD_RS04265	b0836	STM14_RS04900	5
5074	ECL_RS14090	KPNIH1_RS08890	NA	ROD_RS04325	b0846	STM14_RS04985	5
5075	ECL_RS12715	KPNIH1_RS10015	NA	ROD_RS05570	b1045	STM14_RS06235	5
5076	ECL_RS12515	KPNIH1_RS10135	NA	ROD_RS05750	b1084	STM14_RS06425	5
5083	ECL_RS12210	KPNIH1_RS31435	NA	ROD_RS28045	b4676	STM14_RS26325	5
5084	ECL_RS12170	KPNIH1_RS10605	NA	ROD_RS06320	b1789	STM14_RS07260	5
5085	ECL_RS12165	KPNIH1_RS10610	NA	ROD_RS06325	b1787	STM14_RS07270	5
5086	ECL_RS11970	KPNIH1_RS10920	NA	ROD_RS06570	b1740	STM14_RS07410	5
5087	ECL_RS11925	KPNIH1_RS10970	NA	ROD_RS06615	b1731	STM14_RS07455	5
5088	ECL_RS08635	KPNIH1_RS11230	NA	ROD_RS08515	b4596	STM14_RS09415	5
